RCID,Lat,Lon
RC117872,51.58944,-3.00439
RC117875,51.56246,-3.0038
RC117876,51.55346,-3.0036
RC117067,51.54434,-3.01783
RC116248,51.54422,-3.03226
RC115449,51.5351,-3.04648
RC114644,51.53497,-3.06091
RC114645,51.52597,-3.0607
RC113835,51.52584,-3.07512
RC111489,51.50745,-3.11794
RC104638,51.48815,-3.24719
RC103886,51.48799,-3.2616
RC103136,51.47884,-3.27576
RC102385,51.47869,-3.29016
RC101632,51.48752,-3.30483
RC101633,51.47853,-3.30457
RC100881,51.47837,-3.31898
RC100133,51.4782,-3.33338
RC100132,51.4872,-3.33364
RC099380,51.48703,-3.34805
RC099379,51.49603,-3.34832
RC099378,51.50502,-3.34858
RC098630,51.50485,-3.363
RC098629,51.51385,-3.36326
RC097895,51.51368,-3.37768
RC097894,51.52267,-3.37795
RC097168,51.5225,-3.39237
RC096442,51.53133,-3.40707
RC095709,51.53115,-3.42149
RC095708,51.54015,-3.42177
RC094979,51.53997,-3.4362
RC094245,51.53979,-3.45062
RC093511,51.53961,-3.46504
RC093512,51.53062,-3.46475
RC092771,51.53044,-3.47918
RC092019,51.53026,-3.4936
RC092020,51.52126,-3.4933
RC091272,51.52108,-3.50772
RC091273,51.51208,-3.50742
RC090511,51.5119,-3.52184
RC089755,51.50272,-3.53595
RC089012,51.50253,-3.55036
RC088265,51.50234,-3.56477
RC087518,51.50214,-3.57919
RC087517,51.51114,-3.5795
RC086778,51.51993,-3.59423
RC086039,51.51974,-3.60864
RC085295,51.51954,-3.62306
RC084551,51.51934,-3.63748
RC083802,51.51914,-3.65189
RC083040,51.51893,-3.66631
RC082278,51.51873,-3.68072
RC082277,51.52772,-3.68106
RC081520,51.52751,-3.69547
RC080759,51.5273,-3.70989
RC079998,51.52709,-3.72431
RC078463,51.57162,-3.75488
RC077704,51.58939,-3.77001
RC076946,51.59817,-3.7848
RC076189,51.59795,-3.79924
RC076188,51.60694,-3.79959
RC075429,51.6247,-3.81475
RC076182,51.66089,-3.80173
RC075424,51.66966,-3.81655
RC074669,51.66943,-3.83101
RC074670,51.66044,-3.83065
RC073920,51.66022,-3.84511
RC073172,51.65999,-3.85957
RC070943,51.65929,-3.90295
RC070197,51.65007,-3.91703
RC069450,51.64983,-3.93148
RC068709,51.63161,-3.94517
RC067966,51.63137,-3.95962
RC067223,51.63113,-3.97407
RC067222,51.64012,-3.97446
RC066492,51.63987,-3.98891
RC065758,51.63963,-4.00336
RC065022,51.63938,-4.01781
RC064283,51.64812,-4.03267
RC063540,51.64787,-4.04712
RC063539,51.65686,-4.04753
RC062802,51.65661,-4.06198
RC062067,51.65635,-4.07644
RC062066,51.66534,-4.07685
RC061336,51.66509,-4.09131
RC060606,51.66483,-4.10577
RC059877,51.66457,-4.12023
RC057765,51.67277,-4.16403
RC056366,51.68122,-4.19339
RC055645,51.68095,-4.20785
RC055644,51.68994,-4.20829
RC054923,51.68967,-4.22275
RC054924,51.68068,-4.22231
RC054193,51.6804,-4.23677
RC053458,51.68012,-4.25124
RC052732,51.67985,-4.2657
RC050559,51.72395,-4.31137
RC049845,51.73265,-4.32631
RC048444,51.74106,-4.35574
RC047752,51.74077,-4.37022
RC047751,51.74976,-4.37069
RC047750,51.75875,-4.37116
RC047749,51.76774,-4.37163
RC048440,51.77702,-4.35761
RC048439,51.786,-4.35808
RC048438,51.79499,-4.35855
RC049135,51.79528,-4.34405
RC049838,51.79557,-4.32955
RC049837,51.80456,-4.33001
RC050550,51.80485,-4.31551
RC050549,51.81384,-4.31597
RC050548,51.82282,-4.31643
RC050547,51.83181,-4.3169
RC050546,51.8408,-4.31736
RC049832,51.8495,-4.33233
RC049129,51.84921,-4.34685
RC048432,51.84892,-4.36137
RC048433,51.83994,-4.36089
RC047054,51.83935,-4.38992
RC046359,51.83905,-4.40443
RC045660,51.83876,-4.41894
RC044966,51.83846,-4.43345
RC044284,51.83815,-4.44796
RC043608,51.83785,-4.46247
RC042941,51.83755,-4.47699
RC042942,51.82856,-4.47649
RC042275,51.82825,-4.491
RC041618,51.82794,-4.50551
RC040973,51.82763,-4.52001
RC040331,51.82732,-4.53452
RC039702,51.82701,-4.54903
RC039076,51.82669,-4.56353
RC039077,51.81771,-4.56302
RC038466,51.81739,-4.57752
RC037864,51.81707,-4.59203
RC037266,51.81675,-4.60653
RC036096,51.82509,-4.63606
RC035537,51.83375,-4.65109
RC034996,51.83342,-4.6656
RC034462,51.83309,-4.6801
RC033935,51.84175,-4.69515
RC033418,51.84141,-4.70966
RC032915,51.84108,-4.72416
RC032416,51.84074,-4.73867
RC031932,51.8404,-4.75318
RC031466,51.84006,-4.76769
RC031002,51.83972,-4.7822
RC030549,51.83937,-4.7967
RC030081,51.83903,-4.81121
RC029613,51.83868,-4.82572
RC029612,51.84766,-4.82628
RC029148,51.84731,-4.84079
RC028682,51.84696,-4.8553
RC028224,51.84661,-4.86981
RC027773,51.84625,-4.88432
RC027772,51.85524,-4.88489
RC027322,51.8459,-4.89882
RC026874,51.84554,-4.91333
RC026875,51.83655,-4.91275
RC026442,51.83619,-4.92726
RC026443,51.82721,-4.92667
RC026012,51.81786,-4.94059
RC025581,51.8175,-4.95509
RC025582,51.80852,-4.9545
RC025160,51.79917,-4.9684
RC025161,51.79018,-4.96781
RC024737,51.78982,-4.9823
RC024329,51.78945,-4.99679
RC024330,51.78046,-4.99619
RC023925,51.78009,-5.01068
RC023926,51.77111,-5.01008
RC023927,51.76212,-5.00948
RC024332,51.76249,-4.995
RC219893,51.44051,-0.52469
RC172588,51.33282,-1.93584
RC171957,51.33283,-1.95021
RC171958,51.32383,-1.95022
RC171327,51.32384,-1.96458
RC171328,51.31484,-1.96458
RC170697,51.31484,-1.97894
RC170698,51.30584,-1.97895
RC170062,51.30585,-1.9933
RC170063,51.29685,-1.9933
RC169427,51.29685,-2.00765
RC169428,51.28785,-2.00765
RC168761,51.28785,-2.022
RC168093,51.29684,-2.03636
RC167417,51.29684,-2.05071
RC166741,51.29683,-2.06507
RC166065,51.29682,-2.07942
RC166066,51.28783,-2.0794
RC165381,51.28782,-2.09375
RC164696,51.2878,-2.1081
RC163999,51.27879,-2.12243
RC163301,51.27878,-2.13677
RC162604,51.26976,-2.15109
RC161902,51.26974,-2.16544
RC161200,51.26972,-2.17978
RC160502,51.2697,-2.19412
RC148164,53.0771,-2.45609
RC148165,53.06811,-2.456
RC147422,53.06805,-2.47093
RC146679,53.06799,-2.48587
RC145923,53.06793,-2.5008
RC144412,53.05881,-2.53056
RC143651,53.04974,-2.54537
RC142890,53.04068,-2.56019
RC142121,53.03162,-2.57499
RC141352,53.02255,-2.58979
RC140587,53.01348,-2.60458
RC139816,53.0134,-2.61949
RC139817,53.00441,-2.61937
RC139046,53.00433,-2.63428
RC138271,53.00425,-2.64919
RC138272,52.99526,-2.64905
RC138273,52.98626,-2.64892
RC137498,52.98618,-2.66382
RC137499,52.97719,-2.66369
RC136721,52.96811,-2.67845
RC136722,52.95912,-2.67831
RC136723,52.95012,-2.67817
RC137502,52.95021,-2.66327
RC137503,52.94121,-2.66314
RC137504,52.93222,-2.663
RC136726,52.92314,-2.67774
RC136727,52.91415,-2.6776
RC136728,52.90515,-2.67746
RC135949,52.90507,-2.69234
RC135951,52.88708,-2.69205
RC134399,52.85093,-2.7212
RC133614,52.85084,-2.73606
RC133615,52.84184,-2.73591
RC133616,52.83285,-2.73575
RC133617,52.82385,-2.7356
RC133618,52.81486,-2.73545
RC133619,52.80587,-2.7353
RC133620,52.79687,-2.73515
RC134406,52.78797,-2.72016
RC134407,52.77898,-2.72001
RC134408,52.76998,-2.71986
RC134409,52.76099,-2.71971
RC134410,52.75199,-2.71956
RC134411,52.743,-2.71942
RC133627,52.73391,-2.73409
RC133628,52.72492,-2.73394
RC132836,52.72483,-2.74875
RC132837,52.71583,-2.7486
RC024720,51.94254,-4.99243
RC025144,51.94291,-4.97789
RC025143,51.95189,-4.97849
RC025566,51.95226,-4.96394
RC230149,51.56986,-0.13063
RC230497,51.56963,-0.1162
RC231175,51.57815,-0.08696
RC232176,51.58643,-0.04328
RC232848,51.57695,-0.0148
RC233182,51.56772,-0.00076
RC234506,51.54874,0.05614
RC230523,51.33584,-0.1258
RC229830,51.31831,-0.15524
RC229483,51.31853,-0.16959
RC229484,51.30954,-0.16995
RC229485,51.30055,-0.17031
RC229129,51.30077,-0.18465
RC228773,51.30099,-0.199
RC228408,51.29222,-0.2137
RC228048,51.29244,-0.22804
RC227688,51.29266,-0.24238
RC227687,51.30165,-0.24204
RC102365,51.65857,-3.29527
RC102364,51.66757,-3.29552
RC102363,51.67656,-3.29578
RC102362,51.68555,-3.29604
RC102361,51.69455,-3.29629
RC101609,51.69439,-3.31077
RC101608,51.70338,-3.31103
RC100856,51.70322,-3.3255
RC100855,51.71221,-3.32577
RC100854,51.72121,-3.32603
RC101606,51.72137,-3.31155
RC101605,51.73036,-3.31181
RC101604,51.73936,-3.31207
RC229853,51.11148,-0.16349
RC229506,51.11171,-0.17778
RC228428,51.11237,-0.22064
RC227332,51.09502,-0.26418
RC226955,51.08624,-0.2788
RC226577,51.08645,-0.29308
RC225823,51.06888,-0.32229
RC225824,51.05989,-0.32262
RC225446,51.06009,-0.33689
RC225059,51.06029,-0.35116
RC225060,51.0513,-0.35148
RC224673,51.0515,-0.36576
RC224674,51.0425,-0.36607
RC224288,51.03371,-0.38065
RC223901,51.03391,-0.39492
RC223902,51.02491,-0.39523
RC223515,51.02511,-0.40949
RC223516,51.01611,-0.4098
RC223124,51.01631,-0.42406
RC222733,51.0165,-0.43832
RC222342,51.01669,-0.45258
RC222343,51.00769,-0.45288
RC221952,51.00788,-0.46714
RC221953,50.99889,-0.46744
RC221954,50.98989,-0.46773
RC221563,50.99008,-0.48198
RC221564,50.98109,-0.48228
RC221565,50.97209,-0.48257
RC221164,50.97228,-0.49682
RC221165,50.96328,-0.49711
RC220760,50.96346,-0.51135
RC220761,50.95447,-0.51164
RC220356,50.95465,-0.52588
RC220357,50.94566,-0.52617
RC219948,50.94583,-0.54041
RC219949,50.93684,-0.54069
RC219950,50.92785,-0.54097
RC219541,50.92802,-0.5552
RC219542,50.91903,-0.55548
RC219951,50.91885,-0.54125
RC219952,50.90986,-0.54153
RC219953,50.90086,-0.54181
RC219954,50.89187,-0.5421
RC219955,50.88287,-0.54238
RC219956,50.87388,-0.54266
RC220365,50.8737,-0.52844
RC220366,50.8647,-0.52872
RC219957,50.86488,-0.54294
RC219958,50.85589,-0.54322
RC219959,50.84689,-0.5435
RC219551,50.83807,-0.55798
RC216660,50.83027,-0.65769
RC215824,50.83059,-0.6861
RC215406,50.83075,-0.70031
RC214988,50.83091,-0.71452
RC210689,50.84138,-0.85636
RC208531,50.85105,-0.9272
RC208099,50.85118,-0.94141
RC196618,52.88682,-1.26432
RC196145,52.9049,-1.2789
RC196616,52.9048,-1.26402
RC196143,52.92288,-1.2786
RC196142,52.93188,-1.27845
RC196141,52.94087,-1.2783
RC195667,52.96794,-1.29275
RC195666,52.97694,-1.2926
RC195665,52.98593,-1.29245
RC195194,52.98602,-1.30736
RC195193,52.99501,-1.30721
RC195192,53.004,-1.30707
RC194721,53.00409,-1.32198
RC194720,53.01308,-1.32184
RC194240,53.01317,-1.33676
RC194239,53.02216,-1.33662
RC194238,53.03116,-1.33648
RC194237,53.04015,-1.33634
RC194236,53.04914,-1.3362
RC194235,53.05814,-1.33607
RC194234,53.06713,-1.33593
RC193753,53.07621,-1.35072
RC193752,53.0852,-1.35059
RC193259,53.08528,-1.36553
RC193258,53.09427,-1.3654
RC193257,53.10327,-1.36526
RC193256,53.11226,-1.36513
RC193255,53.12126,-1.365
RC193254,53.13025,-1.36487
RC193253,53.13924,-1.36473
RC192764,53.13932,-1.37969
RC192763,53.14831,-1.37956
RC192275,53.1394,-1.39465
RC192274,53.14839,-1.39452
RC192273,53.15739,-1.3944
RC192272,53.16638,-1.39427
RC192271,53.17537,-1.39414
RC201628,53.74,-1.08261
RC202083,53.76686,-1.06685
RC184321,54.90288,-1.60258
RC255729,51.96992,1.31386
RC255730,51.96094,1.3132
RC199086,51.72604,-1.21088
RC199087,51.71704,-1.21103
RC198620,51.71714,-1.22552
RC198152,51.72623,-1.23985
RC241792,51.50561,0.42913
RC242045,51.50531,0.44354
RC242792,51.5044,0.48675
RC243041,51.5041,0.50115
RC148334,51.54793,-2.44064
RC147591,51.54788,-2.45507
RC146848,51.54782,-2.4695
RC146847,51.55682,-2.4696
RC146845,51.57481,-2.46978
RC146844,51.5838,-2.46987
RC146843,51.5928,-2.46997
RC146087,51.59274,-2.48441
RC145331,51.59268,-2.49886
RC145330,51.60168,-2.49896
RC099367,51.60396,-3.35151
RC098619,51.60379,-3.36596
RC098618,51.61278,-3.36623
RC097884,51.61261,-3.38067
RC097158,51.61244,-3.39512
RC096433,51.61227,-3.40957
RC095700,51.6121,-3.42402
RC095699,51.62109,-3.4243
RC094970,51.62091,-3.43875
RC094236,51.62073,-3.4532
RC094235,51.62973,-3.45349
RC094234,51.63872,-3.45377
RC093499,51.64754,-3.46852
RC092758,51.64735,-3.48298
RC092006,51.64717,-3.49744
RC092005,51.65616,-3.49773
RC091257,51.65598,-3.51219
RC091256,51.66497,-3.51249
RC090494,51.66478,-3.52696
RC089736,51.67359,-3.54173
RC190752,53.26553,-1.43788
RC190751,53.27452,-1.43776
RC190750,53.28352,-1.43764
RC190749,53.29251,-1.43753
RC190246,53.29258,-1.45254
RC190245,53.30157,-1.45242
RC189742,53.30164,-1.46744
RC189239,53.30171,-1.48245
RC189238,53.3107,-1.48234
RC188239,53.33781,-1.51207
RC188737,53.33774,-1.49705
RC188736,53.34674,-1.49694
RC189234,53.34667,-1.48191
RC189233,53.35567,-1.4818
RC189735,53.36459,-1.46665
RC189734,53.37359,-1.46654
RC190235,53.39151,-1.45127
RC190738,53.39144,-1.43622
RC191741,53.41827,-1.40575
RC191740,53.42726,-1.40563
RC192243,53.42719,-1.39057
RC193220,53.43602,-1.36032
RC193219,53.44502,-1.36018
RC193712,53.44493,-1.34512
RC194191,53.45384,-1.32991
RC194669,53.47174,-1.31455
RC195140,53.47166,-1.29948
RC190716,53.58929,-1.43359
RC190715,53.59828,-1.43347
RC190714,53.60727,-1.43335
RC190211,53.60734,-1.44848
RC190210,53.61634,-1.44836
RC190209,53.62533,-1.44824
RC189706,53.6254,-1.46337
RC189705,53.63439,-1.46326
RC189704,53.64338,-1.46314
RC191207,53.69713,-1.41699
RC191706,53.73303,-1.40132
RC191202,53.74209,-1.41637
RC190699,53.74217,-1.43154
RC190698,53.75116,-1.43142
RC190195,53.75123,-1.44659
RC190194,53.76022,-1.44647
RC189691,53.76029,-1.46165
RC189187,53.76935,-1.47672
RC188689,53.76942,-1.4919
RC188690,53.76042,-1.49201
RC188191,53.76948,-1.50708
RC187666,53.76954,-1.52226
RC187144,53.77859,-1.53735
RC187143,53.78759,-1.53725
RC184986,53.80579,-1.59783
RC184442,53.81483,-1.61294
RC183898,53.82388,-1.62806
RC183351,53.82392,-1.64326
RC182808,53.82397,-1.65846
RC182807,53.83296,-1.65839
RC182255,53.833,-1.6736
RC180590,53.84211,-1.71915
RC179478,53.84218,-1.74957
RC177771,53.84226,-1.79519
RC177188,53.84229,-1.8104
RC176601,53.84231,-1.82561
RC176010,53.84233,-1.84082
RC176009,53.85133,-1.84078
RC176008,53.86032,-1.84075
RC175417,53.86034,-1.85596
RC174804,53.86036,-1.87118
RC174803,53.86935,-1.87115
RC174190,53.86936,-1.88637
RC173568,53.86938,-1.90159
RC173567,53.87837,-1.90157
RC172936,53.87838,-1.91679
RC172935,53.88737,-1.91677
RC172304,53.88738,-1.932
RC172303,53.89638,-1.93198
RC171672,53.89639,-1.94721
RC171671,53.90538,-1.9472
RC171040,53.90538,-1.96243
RC170409,53.90539,-1.97766
RC169773,53.90539,-1.99289
RC169137,53.90539,-2.00812
RC169136,53.91438,-2.00813
RC169135,53.92338,-2.00813
RC168468,53.92337,-2.02336
RC168467,53.93237,-2.02337
RC168466,53.94136,-2.02337
RC204768,53.61326,-0.97948
RC210798,53.73714,-0.76408
RC210367,53.7373,-0.77924
RC210368,53.72831,-0.7795
RC209937,53.72846,-0.79467
RC209506,53.72861,-0.80983
RC209507,53.71962,-0.81009
RC209076,53.71977,-0.82525
RC209077,53.71078,-0.8255
RC208645,53.71093,-0.84066
RC208213,53.71107,-0.85581
RC206919,53.69351,-0.90176
RC206920,53.68452,-0.90199
RC206921,53.67553,-0.90223
RC206489,53.67567,-0.91737
RC206490,53.66668,-0.9176
RC206491,53.65768,-0.91783
RC206059,53.65782,-0.93297
RC206060,53.64883,-0.9332
RC205628,53.64896,-0.94833
RC205629,53.63997,-0.94856
RC205630,53.63098,-0.94878
RC205198,53.63111,-0.96391
RC205199,53.62212,-0.96413
RC205200,53.61313,-0.96435
RC237534,51.89671,0.21744
RC237827,51.89644,0.23198
RC237828,51.88745,0.23153
RC238113,51.88717,0.24606
RC238398,51.8869,0.26059
RC235129,51.53924,0.08457
RC235446,51.52999,0.09858
RC235758,51.52973,0.11299
RC237279,51.51942,0.18464
RC238442,51.49136,0.24096
RC238443,51.48237,0.24052
RC239790,51.47198,0.31206
RC239789,51.48097,0.31252
RC240039,51.48069,0.32692
RC240040,51.4717,0.32646
RC241044,51.46155,0.38357
RC241546,51.47894,0.4133
RC241545,51.48793,0.41378
RC241544,51.49692,0.41425
RC241791,51.5146,0.42961
RC241542,51.5149,0.4152
RC242041,51.54126,0.44546
RC242290,51.54096,0.45988
RC242289,51.54995,0.46036
RC242538,51.54965,0.47478
RC242537,51.55864,0.47527
RC242786,51.55833,0.48969
RC085395,50.50323,-3.58796
RC085396,50.49424,-3.58766
RC086140,50.49443,-3.57356
RC086141,50.48543,-3.57326
RC086884,50.48562,-3.55916
RC087622,50.48581,-3.54506
RC087623,50.47682,-3.54476
RC087624,50.46782,-3.54447
RC087625,50.45883,-3.54418
RC087626,50.44983,-3.54388
RC086888,50.44964,-3.55797
RC086889,50.44065,-3.55768
RC086147,50.43146,-3.57147
RC086890,50.43165,-3.55738
RC086891,50.42266,-3.55709
RC176757,52.43923,-1.8312
RC176166,52.43925,-1.84592
RC176167,52.43026,-1.84595
RC175576,52.43027,-1.86067
RC175577,52.42128,-1.8607
RC176168,52.42126,-1.84598
RC176169,52.41227,-1.84602
RC176170,52.40327,-1.84605
RC176171,52.39428,-1.84608
RC175580,52.39429,-1.86078
RC175581,52.3853,-1.86081
RC175582,52.3763,-1.86084
RC175583,52.36731,-1.86087
RC176175,52.35829,-1.8462
RC176176,52.3493,-1.84623
RC176177,52.3403,-1.84627
RC176768,52.34028,-1.83158
RC176769,52.33129,-1.83161
RC177356,52.33127,-1.81693
RC177357,52.32227,-1.81696
RC177358,52.31328,-1.817
RC177941,52.31325,-1.80232
RC178511,52.30423,-1.78769
RC178512,52.29524,-1.78773
RC178513,52.28624,-1.78777
RC178514,52.27725,-1.78781
RC178515,52.26825,-1.78786
RC178516,52.25925,-1.7879
RC178517,52.25026,-1.78794
RC179655,52.2502,-1.75863
RC225016,51.447,-0.33727
RC225017,51.43801,-0.3376
RC198486,52.92241,-1.20418
RC199885,52.94009,-1.15919
RC105494,58.51783,-3.45218
RC104731,58.5356,-3.47011
RC103230,58.55317,-3.50524
RC102478,58.56195,-3.52282
RC101726,58.57072,-3.54041
RC102476,58.57991,-3.5236
RC102475,58.5889,-3.52399
RC172365,53.33879,-1.93287
RC171734,53.33879,-1.9479
RC171103,53.3388,-1.96293
RC170471,53.3478,-1.97795
RC170470,53.35679,-1.97795
RC169833,53.36579,-1.99298
RC168529,53.37478,-2.02306
RC167862,53.37477,-2.03811
RC167861,53.38377,-2.03811
RC167185,53.38376,-2.05316
RC167184,53.39276,-2.05317
RC167183,53.40175,-2.05318
RC165830,53.41073,-2.0833
RC165145,53.41071,-2.09835
RC164459,53.41969,-2.11343
RC163760,53.42867,-2.12852
RC163062,53.42866,-2.14358
RC162362,53.44662,-2.1587
RC162361,53.45562,-2.15874
RC161659,53.4556,-2.17381
RC160956,53.46457,-2.18892
RC191520,50.88169,-1.45282
RC192526,50.88156,-1.42437
RC192527,50.87256,-1.42449
RC193016,50.87249,-1.41026
RC193505,50.87242,-1.39604
RC193506,50.86342,-1.39616
RC194000,50.85435,-1.38206
RC194481,50.84527,-1.36797
RC239562,51.1846,0.28333
RC239563,51.17561,0.28288
RC239564,51.16662,0.28244
RC239296,51.16689,0.26814
RC239565,51.15763,0.28199
RC239566,51.14864,0.28155
RC244382,50.85539,0.53737
RC239298,51.14891,0.26726
RC239299,51.13992,0.26682
RC239300,51.13093,0.26637
RC239301,51.12194,0.26593
RC239569,51.12167,0.28022
RC239570,51.11268,0.27978
RC239830,51.1124,0.29406
RC239831,51.10341,0.29362
RC239832,51.09442,0.29317
RC240082,51.09414,0.30745
RC240083,51.08515,0.307
RC240084,51.07616,0.30656
RC239834,51.07644,0.29228
RC240334,51.07587,0.32083
RC240335,51.06688,0.32038
RC240336,51.05789,0.31993
RC240337,51.0489,0.31948
RC240587,51.04862,0.33374
RC240588,51.03963,0.33329
RC240842,51.03934,0.34755
RC240843,51.03035,0.3471
RC241092,51.03007,0.36136
RC241093,51.02108,0.3609
RC241347,51.02079,0.37515
RC241348,51.0118,0.3747
RC241598,51.01151,0.38895
RC241847,51.01121,0.4032
RC242100,51.01092,0.41745
RC242349,51.01062,0.4317
RC242598,51.01033,0.44595
RC242848,51.00104,0.45973
RC242849,50.99205,0.45925
RC243098,50.99175,0.4735
RC243099,50.98276,0.47302
RC243100,50.97377,0.47254
RC242851,50.97407,0.4583
RC242852,50.96508,0.45783
RC242853,50.95609,0.45735
RC243102,50.95579,0.47159
RC243103,50.9468,0.47111
RC243356,50.9465,0.48534
RC243609,50.9462,0.49957
RC243610,50.93721,0.49909
RC243611,50.92822,0.49861
RC243612,50.91923,0.49813
RC243613,50.91024,0.49764
RC243360,50.91054,0.48343
RC243361,50.90156,0.48295
RC243614,50.90125,0.49716
RC243362,50.89257,0.48247
RC243615,50.89226,0.49668
RC243870,50.88297,0.51041
RC244124,50.88266,0.52462
RC244125,50.87367,0.52414
RC244126,50.86468,0.52365
RC244381,50.86438,0.53786
RC244892,50.85477,0.56578
RC058573,50.3693,-4.09009
RC059282,50.36956,-4.07603
RC254542,51.83762,1.21696
RC254744,51.83722,1.23146
RC254944,51.83682,1.24596
RC255144,51.83642,1.26046
RC255143,51.8454,1.26111
RC209119,53.33313,-0.8359
RC209550,53.33298,-0.82088
RC209551,53.32399,-0.82112
RC209982,53.32384,-0.8061
RC209983,53.31485,-0.80635
RC210414,53.31469,-0.79134
RC202600,53.20022,-1.06422
RC238720,51.55401,0.25848
RC238990,51.55373,0.2729
RC238991,51.54474,0.27245
RC239254,51.54446,0.28687
RC239255,51.53547,0.28642
RC239258,51.50851,0.28507
RC239259,51.49952,0.28462
RC239260,51.49053,0.28417
RC239261,51.48154,0.28372
RC239529,51.48126,0.29812
RC239530,51.47227,0.29767
RC230853,51.46149,-0.10625
RC231525,51.43405,-0.07859
RC232195,51.41559,-0.05058
RC232533,51.41535,-0.0362
RC232866,51.41511,-0.02182
RC232867,51.40612,-0.02221
RC233533,51.40563,0.00655
RC233534,51.39664,0.00615
RC233867,51.39639,0.02053
RC234200,51.39614,0.0349
RC234523,51.39589,0.04928
RC234522,51.40488,0.04968
RC235461,51.39513,0.0924
RC235773,51.39487,0.10677
RC236085,51.39461,0.12115
RC236395,51.39435,0.13552
RC236698,51.39409,0.14989
RC236996,51.39382,0.16426
RC237292,51.40255,0.17906
RC237589,51.40228,0.19344
RC237882,51.40201,0.20781
RC238167,51.40174,0.22219
RC238452,51.40146,0.23656
RC238737,51.40119,0.25094
RC239270,51.40063,0.27969
RC239538,51.40035,0.29406
RC239799,51.39108,0.30798
RC240049,51.3908,0.32235
RC240299,51.39051,0.33672
RC240549,51.39022,0.35109
RC240803,51.38993,0.36546
RC240804,51.38094,0.365
RC241053,51.38065,0.37936
RC241307,51.38036,0.39373
RC241557,51.38007,0.40809
RC241806,51.37977,0.42246
RC242059,51.37947,0.43683
RC242308,51.37917,0.45119
RC242804,51.39654,0.48089
RC243307,51.38694,0.50914
RC243561,51.37765,0.52301
RC243815,51.37734,0.53738
RC244068,51.38601,0.55224
RC243814,51.38632,0.53787
RC244323,51.3857,0.56661
RC244578,51.38538,0.58097
RC244834,51.37608,0.59483
RC245090,51.36677,0.60868
RC245354,51.36645,0.62304
RC245355,51.35746,0.62253
RC245619,51.35714,0.63688
RC245882,51.35682,0.65124
RC246140,51.35649,0.6656
RC246398,51.35616,0.67995
RC246656,51.35583,0.69431
RC246916,51.34651,0.70813
RC247434,51.34585,0.73683
RC247435,51.33686,0.7363
RC247693,51.33652,0.75065
RC247949,51.33619,0.765
RC248203,51.33585,0.77934
RC248457,51.3355,0.79369
RC248706,51.33516,0.80804
RC248959,51.33482,0.82239
RC248960,51.32583,0.82183
RC249213,51.32548,0.83618
RC249467,51.31615,0.84996
RC249720,51.3158,0.86431
RC249969,51.31545,0.87865
RC250469,51.31474,0.90733
RC250714,51.31438,0.92166
RC250954,51.32301,0.93658
RC251195,51.32265,0.95092
RC251194,51.33163,0.9515
RC251876,51.33952,0.99512
RC251875,51.34851,0.9957
RC252089,51.34814,1.01005
RC252302,51.35675,1.02499
RC252516,51.35638,1.03934
RC252731,51.35601,1.05369
RC252944,51.35563,1.06804
RC252943,51.36462,1.06864
RC253358,51.36386,1.09735
RC253563,51.36348,1.1117
RC253763,51.3631,1.12605
RC253962,51.36271,1.14041
RC254161,51.36233,1.15476
RC254360,51.36194,1.16911
RC254559,51.36155,1.18346
RC254558,51.37053,1.18408
RC254760,51.37014,1.19844
RC256136,51.37634,1.29955
RC256324,51.37593,1.3139
RC256502,51.37552,1.32825
RC256501,51.3845,1.3289
RC256680,51.3841,1.34326
RC257038,51.38327,1.37197
RC257217,51.38286,1.38632
RC257396,51.37346,1.40001
RC257395,51.38244,1.40068
RC257570,51.37304,1.41436
RC257748,51.37262,1.42871
RC257749,51.36364,1.42804
RC257750,51.35466,1.42737
RC257751,51.34568,1.4267
RC257573,51.3461,1.41236
RC102395,51.38874,-3.28763
RC101642,51.39758,-3.30227
RC100890,51.39742,-3.31665
RC100891,51.38842,-3.31639
RC100143,51.38826,-3.33076
RC099391,51.3881,-3.34514
RC098643,51.38793,-3.35952
RC097909,51.38776,-3.3739
RC097183,51.38759,-3.38827
RC097182,51.39659,-3.38855
RC096457,51.39642,-3.40292
RC095724,51.39624,-3.4173
RC094995,51.39607,-3.43168
RC094260,51.40488,-3.44635
RC093526,51.40471,-3.46073
RC092785,51.40453,-3.47511
RC092784,51.41352,-3.4754
RC092032,51.41334,-3.48978
RC091284,51.41315,-3.50417
RC091283,51.42215,-3.50446
RC091282,51.43114,-3.50476
RC090520,51.43096,-3.51915
RC090519,51.43995,-3.51945
RC090518,51.44894,-3.51974
RC089761,51.44876,-3.53414
RC089760,51.45775,-3.53444
RC089017,51.45756,-3.54884
RC088270,51.45737,-3.56324
RC088269,51.46636,-3.56354
RC087522,51.46617,-3.57794
RC087521,51.47516,-3.57825
RC087520,51.48416,-3.57857
RC094960,51.71085,-3.4416
RC094225,51.71966,-3.45637
RC094224,51.72866,-3.45666
RC093490,51.72848,-3.47114
RC093489,51.73747,-3.47143
RC092748,51.73729,-3.48592
RC091996,51.7371,-3.50041
RC091995,51.7461,-3.50071
RC091247,51.74591,-3.5152
RC083779,51.72597,-3.65942
RC083017,51.72576,-3.6739
RC083018,51.71677,-3.67357
RC082256,51.71656,-3.68805
RC082257,51.70757,-3.68772
RC081500,51.70736,-3.70219
RC080739,51.70715,-3.71667
RC080740,51.69816,-3.71633
